nr,codice_unione,regione,provincia,descrizione_unione_di_comuni,data_costituzione,nr_comuni,comuni_appartenenti_allunione,pop_uomini,pop_donne,pop_totale
4, , , , , ,,ROCCASECCA,3714,3822,7536
5, , , , , ,,VILLA SANTA LUCIA,1307,1332,2639
0,3120336090,LAZIO,FROSINONE,CIVITAS EUROPAE,1-Gen-2003,4,,8503,9069,17572
1, , , , , ,,ARCE,2805,2978,5783
2, , , , , ,,ARPINO,3546,3840,7386
3, , , , , ,,FONTANA LIRI,1443,1550,2993
4, , , , , ,,SANTOPADRE,709,701,1410
0,3120336080,LAZIO,FROSINONE,COMINIUM,1-Gen-2002,6,,4313,4568,8881
1, , , , , ,,ATINA,2125,2336,4461
2, , , , , ,,BELMONTE CASTELLO,406,372,778
3, , , , , ,,CASALATTICO,310,331,641
4, , , , , ,,PICINISCO,613,642,1255
5, , , , , ,,TERELLE,226,234,460
6, , , , , ,,VILLA LATINA,633,653,1286
0,3120336040,LAZIO,FROSINONE,DEGLI ERNICI,1-Gen-2001,7,,5727,5852,11579
1, , , , , ,,FILETTINO,287,264,551
2, , , , , ,,FUMONE,1068,1112,2180
3, , , , , ,,GUARCINO,808,850,1658
4, , , , , ,,TORRE CAJETANI,695,693,1388
5, , , , , ,,TREVI NEL LAZIO,922,931,1853
6, , , , , ,,TRIVIGLIANO,838,855,1693
7, , , , , ,,VICO NEL LAZIO,1109,1147,2256
0,3120336100,LAZIO,FROSINONE,DEL LACERNO E DEL FIBRENO,1-Gen-2005,5,,4261,4382,8643
1, , , , , ,,BROCCOSTELLA,1390,1417,2807
2, , , , , ,,CAMPOLI APPENNINO,879,870,1749
3, , , , , ,,FONTECHIARI,642,676,1318
4, , , , , ,,PESCOSOLIDO,757,795,1552
5, , , , , ,,POSTA FIBRENO,593,624,1217
0,3120336050,LAZIO,FROSINONE,MUNICIPI D'EUROPA,1-Gen-2002,3,,3210,3356,6566
1, , , , , ,,CASTROCIELO,1900,2069,3969
2, , , , , ,,COLFELICE,942,911,1853
3, , , , , ,,COLLE SAN MAGNO,368,376,744
0,3120336070,LAZIO,FROSINONE,PAESI DELLA CIOCIARIA,1-Gen-2002,5,,9347,9790,19137
1, , , , , ,,ARNARA,1129,1250,2379
2, , , , , ,,POFI,2129,2174,4303
3, , , , , ,,RIPI,2608,2738,5346
4, , , , , ,,STRANGOLAGALLI,1225,1276,2501
5, , , , , ,,TORRICE,2256,2352,4608
0,3120336110,LAZIO,FROSINONE,UNIONE DEI COMUNI DELLE MAINARDE,1-Gen-2005,4,,8379,8643,17022
1, , , , , ,,CERVARO,3776,3968,7744
2, , , , , ,,SAN VITTORE DEL LAZIO,1330,1349,2679
3, , , , , ,,SANT'ELIA FIUMERAPIDO,3094,3133,6227
4, , , , , ,,VITICUSO,179,193,372
0,3120336030,LAZIO,FROSINONE,VALLE DI COMINO,1-Gen-2001,5,,3722,4096,7818
1, , , , , ,,ALVITO,1375,1477,2852
2, , , , , ,,GALLINARO,584,662,1246
3, , , , , ,,SAN DONATO VAL DI COMINO,989,1133,2122
4, , , , , ,,SETTEFRATI,396,396,792
5, , , , , ,,VICALVI,378,428,806
0,3120696010,LAZIO,RIETI,BASSA SABINA,1-Gen-2000,5,,8019,8298,16317
1, , , , , ,,CANTALUPO IN SABINA,854,882,1736
2, , , , , ,,FORANO,1444,1489,2933
3, , , , , ,,MONTOPOLI DI SABINA,2109,2113,4222
4, , , , , ,,POGGIO MIRTETO,2914,3081,5995
5, , , , , ,,TARANO,698,733,1431
0,3120696050,LAZIO,RIETI,DELL'ALTA SABINA,1-Gen-2000,6,,4315,4354,8669
1, , , , , ,,CASAPROTA,354,369,723
2, , , , , ,,ORVINIO,237,211,448
3, , , , , ,,POGGIO MOIANO,1370,1428,2798
4, , , , , ,,POZZAGLIA SABINA,175,186,361
5, , , , , ,,SCANDRIGLIA,1481,1453,2934
6, , , , , ,,TORRICELLA IN SABINA,698,707,1405
0,3120696030,LAZIO,RIETI,DELLA VAL D'AIA,1-Gen-2000,4,,976,925,1901
1, , , , , ,,CONFIGNI,335,337,672
2, , , , , ,,COTTANELLO,288,274,562
3, , , , , ,,MONTASOLA,216,187,403
4, , , , , ,,VACONE,137,127,264
0,3120696040,LAZIO,RIETI,NOVA SABINA,1-Gen-2000,7,,3946,4092,8038
1, , , , , ,,CASPERIA,588,643,1231
2, , , , , ,,COLLEVECCHIO,780,815,1595
3, , , , , ,,MONTEBUONO,470,447,917
4, , , , , ,,POGGIO CATINO,650,685,1335
5, , , , , ,,ROCCANTICA,295,310,605
6, , , , , ,,SELCI,545,561,1106
7, , , , , ,,TORRI IN SABINA,618,631,1249
0,3120696060,LAZIO,RIETI,VALLE DEL TEVERE,1-Gen-2001,2,,2936,3104,6040
1, , , , , ,,MAGLIANO SABINA,1830,1969,3799
2, , , , , ,,STIMIGLIANO,1106,1135,2241
0,3120696020,LAZIO,RIETI,VALLE DELL'OLIO - AREA DI OSTERIA NUOVA,1-Gen-2000,6,,3474,3531,7005
1, , , , , ,,CASTELNUOVO DI FARFA,509,538,1047
2, , , , , ,,FRASSO SABINO,338,350,688
3, , , , , ,,MONTELEONE SABINO,594,638,1232
4, , , , , ,,POGGIO NATIVO,1244,1212,2456
5, , , , , ,,POGGIO SAN LORENZO,292,288,580
6, , , , , ,,TOFFIA,497,505,1002
0,3120706040,LAZIO,ROMA,MEDANIENE,1-Gen-2002,7,,2823,3055,5878
1, , , , , ,,ANTICOLI CORRADO,470,472,942
2, , , , , ,,ARSOLI,776,871,1647
3, , , , , ,,CINETO ROMANO,316,325,641
4, , , , , ,,RIOFREDDO,373,389,762
5, , , , , ,,ROVIANO,652,740,1392
6, , , , , ,,VALLINFREDA,152,165,317
7, , , , , ,,VIVARO ROMANO,84,93,177
0,3120706020,LAZIO,ROMA,SABINA ROMANA,1-Gen-2002,4,,4829,4914,9743
1, , , , , ,,MONTEFLAVIO,663,736,1399
2, , , , , ,,MONTORIO ROMANO,1011,1024,2035
3, , , , , ,,NEROLA,909,912,1821
4, , , , , ,,SANT'ANGELO ROMANO,2246,2242,4488
0,3120706080,LAZIO,ROMA,UNIONE  ALTA VALLE DEL SACCO,1-Gen-2005,4,,5651,5816,11467
1, , , , , ,,BELLEGRA,1438,1510,2948
2, , , , , ,,OLEVANO ROMANO,3314,3428,6742
3, , , , , ,,ROCCA SANTO STEFANO,531,497,1028
4, , , , , ,,ROIATE,368,381,749
0,3120706060,LAZIO,ROMA,VALLE DEL TEVERE - SORATTE,1-Gen-2003,5,,4150,4228,8378
1, , , , , ,,CIVITELLA SAN PAOLO,892,862,1754
2, , , , , ,,FILACCIANO,238,252,490
3, , , , , ,,NAZZANO,680,681,1361
4, , , , , ,,SANT'ORESTE,1818,1884,3702
5, , , , , ,,TORRITA TIBERINA,522,549,1071
0,3120706010,LAZIO,ROMA,VALLE USTICA,1-Gen-2001,5,,3167,3236,6403
1, , , , , ,,LICENZA,520,492,1012
2, , , , , ,,MANDELA,453,444,897
3, , , , , ,,PERCILE,138,139,277
4, , , , , ,,ROCCAGIOVINE,132,148,280
5, , , , , ,,VICOVARO,1924,2013,3937
0,1070346050,LIGURIA,GENOVA,LE VALLI DELL'ENTELLA,9-Dic-2014,3,,3023,3086,6109
1, , , , , ,,BORZONASCA,1045,1079,2124
2, , , , , ,,MEZZANEGO,798,826,1624
3, , , , , ,,NE,1180,1181,2361
0,1070346010,LIGURIA,GENOVA,STURA ORBA E LEIRA,1-Gen-2011,5,,6321,6681,13002
1, , , , , ,,CAMPO LIGURE,1492,1553,3045
2, , , , , ,,MASONE,1828,1930,3758
3, , , , , ,,MELE,1301,1386,2687
4, , , , , ,,ROSSIGLIONE,1402,1530,2932
5, , , , , ,,TIGLIETO,298,282,580
0,1070346040,LIGURIA,GENOVA,UNIONE DEI COMUNI ALTA VAL TREBBIA,5-Dic-2014,7,,795,701,1496
1, , , , , ,,FASCIA,56,44,100
2, , , , , ,,FONTANIGORDA,140,134,274
3, , , , , ,,GORRETO,49,58,107
4, , , , , ,,MONTEBRUNO,124,93,217
5, , , , , ,,PROPATA,92,69,161
6, , , , , ,,RONDANINA,42,27,69
7, , , , , ,,ROVEGNO,292,276,568
0,1070346030,LIGURIA,GENOVA,UNIONE DEI COMUNI DEL GOLFO PARADISO,24-Nov-2014,3,,5451,6021,11472
1, , , , , ,,BOGLIASCO,2099,2387,4486
2, , , , , ,,PIEVE LIGURE,1255,1327,2582
3, , , , , ,,SORI,2097,2307,4404
0,1070346070,LIGURIA,GENOVA,UNIONE DEI COMUNI DELLA VALLE DEL TEMPO,9-Dic-2014,2,,2372,2442,4814
1, , , , , ,,AVEGNO,1249,1290,2539
2, , , , , ,,USCIO,1123,1152,2275
0,1070346020,LIGURIA,GENOVA,UNIONE DEI COMUNI DELLO SCRIVIA,21-Feb-2014,9,,11013,11177,22190
1, , , , , ,,BUSALLA,2784,2957,5741
2, , , , , ,,CASELLA,1633,1599,3232
3, , , , , ,,CROCEFIESCHI,280,281,561
4, , , , , ,,ISOLA DEL CANTONE,776,759,1535
5, , , , , ,,MONTOGGIO,1021,1041,2062
6, , , , , ,,RONCO SCRIVIA,2228,2330,4558
7, , , , , ,,SAVIGNONE,1597,1629,3226
8, , , , , ,,VALBREVENNA,447,365,812
9, , , , , ,,VOBBIA,247,216,463
0,1070346060,LIGURIA,GENOVA,UNIONE DEI COMUNI MONTANI DELL'ALTA VAL D'AVETO,5-Dic-2014,2,,1147,1150,2297
1, , , , , ,,REZZOAGLIO,536,544,1080
2, , , , , ,,SANTO STEFANO D'AVETO,611,606,1217
0,1070376030,LIGURIA,IMPERIA,UNIONE DEI COMUNI DELL'ALTA VALLE ARROSCIA,4-Nov-2014,11,,2257,2278,4535
1, , , , , ,,AQUILA D'ARROSCIA,84,92,176
2, , , , , ,,ARMO,58,66,124
3, , , , , ,,BORGHETTO D'ARROSCIA,234,229,463
4, , , , , ,,COSIO D'ARROSCIA,119,129,248
5, , , , , ,,MENDATICA,101,104,205
6, , , , , ,,MONTEGROSSO PIAN LATTE,60,61,121
7, , , , , ,,PIEVE DI TECO,682,718,1400
8, , , , , ,,PORNASSIO,301,283,584
9, , , , , ,,RANZO,278,278,556
10, , , , , ,,REZZO,190,181,371
11, , , , , ,,VESSALICO,150,137,287
0,1070376060,LIGURIA,IMPERIA,UNIONE DEI COMUNI DELLA VALLE DEL SAN LORENZO,24-Apr-2015,5,,2251,2377,4628
1, , , , , ,,CIPRESSA,614,657,1271
2, , , , , ,,CIVEZZA,323,317,640
3, , , , , ,,COSTARAINERA,382,421,803
4, , , , , ,,PIETRABRUNA,276,265,541
5, , , , , ,,SAN LORENZO AL MARE,656,717,1373
0,1070376010,LIGURIA,IMPERIA,UNIONE DEI COMUNI DELLE VALLI ARGENTINA E ARMEA,5-Dic-2014,5,,1546,1536,3082
1, , , , , ,,BAJARDO,157,155,312
2, , , , , ,,CERIANA,637,616,1253
3, , , , , ,,MOLINI DI TRIORA,316,310,626
4, , , , , ,,MONTALTO CARPASIO,259,258,517
5, , , , , ,,TRIORA,177,197,374
0,1070376040,LIGURIA,IMPERIA,UNIONE DEI COMUNI DELLE VALLI NERVIA E ROIA,20-Gen-2015,8,,2684,2790,5474
1, , , , , ,,AIROLE,239,222,461
2, , , , , ,,APRICALE,319,306,625
3, , , , , ,,CASTEL VITTORIO,163,166,329
4, , , , , ,,DOLCEACQUA,969,1021,1990
5, , , , , ,,ISOLABONA,314,364,678
6, , , , , ,,OLIVETTA SAN MICHELE,116,109,225
7, , , , , ,,PIGNA,429,465,894
8, , , , , ,,ROCCHETTA NERVINA,135,137,272
0,1070376070,LIGURIA,IMPERIA,UNIONE VILLAREGIA,20-Mag-2015,3,,2082,2244,4326
1, , , , , ,,CASTELLARO,600,633,1233
2, , , , , ,,RIVA LIGURE,1369,1492,2861
3, , , , , ,,TERZORIO,113,119,232
0,1070396020,LIGURIA,LA SPEZIA,UNIONE DEI COMUNI DELLA VAL DI VARA,6-Dic-2014,5,,2554,2619,5173
1, , , , , ,,BRUGNATO,619,647,1266
2, , , , , ,,CALICE AL CORNOVIGLIO,567,579,1146
3, , , , , ,,ROCCHETTA DI VARA,402,383,785
4, , , , , ,,SESTA GODANO,711,741,1452
5, , , , , ,,ZIGNAGO,255,269,524
0,1070746010,LIGURIA,SAVONA,UNIONE DEI COMUNI DEL BEIGUA,3-Dic-2014,2,,1317,1334,2651
1, , , , , ,,SASSELLO,949,933,1882
2, , , , , ,,URBE,368,401,769
0,1070746050,LIGURIA,SAVONA,UNIONE DEI COMUNI DEL FINALESE,30-Apr-2015,2,,5978,6641,12619
1, , , , , ,,FINALE LIGURE,5539,6185,11724
2, , , , , ,,ORCO FEGLINO,439,456,895
0,1070746040,LIGURIA,SAVONA,UNIONE DEI COMUNI DELLA VITE E DELL'ULIVO ,15-Gen-2015,4,,1680,1680,3360
1, , , , , ,,ARNASCO,332,298,630
2, , , , , ,,CASANOVA LERRONE,368,376,744
3, , , , , ,,ORTOVERO,787,796,1583
4, , , , , ,,VENDONE,193,210,403
0,1070746030,LIGURIA,SAVONA,UNIONE DEI COMUNI VALMERULA E MONTAROSIO,30-Gen-2015,5,,4522,4907,9429
1, , , , , ,,ANDORA,3527,3943,7470
2, , , , , ,,CESIO,142,144,286
3, , , , , ,,CHIUSANICO,302,301,603
4, , , , , ,,STELLANELLO,445,413,858
5, , , , , ,,TESTICO,106,106,212
0,1030126030,LOMBARDIA,BERGAMO,ALME' E VILLA D'ALME',1-Gen-2002,2,,6078,6398,12476
1, , , , , ,,ALME',2747,2918,5665
2, , , , , ,,VILLA D'ALME',3331,3480,6811
0,1030126100,LOMBARDIA,BERGAMO,ASTA DEL SERIO,14-Mag-2014,4,,3417,3469,6886
1, , , , , ,,ARDESIO,1824,1808,3632
2, , , , , ,,OLTRESSENDA ALTA,90,84,174
3, , , , , ,,PIARIO,540,569,1109
4, , , , , ,,VILLA D'OGNA,963,1008,1971
0,1030126020,LOMBARDIA,BERGAMO,DELLA PRESOLANA,1-Gen-2000,4,,2163,2162,4325
1, , , , , ,,CERETE,831,815,1646
2, , , , , ,,FINO DEL MONTE,567,564,1131
3, , , , , ,,ONORE,417,429,846
4, , , , , ,,SONGAVAZZO,348,354,702
0,1030126060,LOMBARDIA,BERGAMO,UNIONE COMUNALE DEI COLLI,26-Gen-2012,7,,14148,14122,28270
1, , , , , ,,BAGNATICA,2057,2097,4154
2, , , , , ,,BRUSAPORTO,2685,2708,5393
3, , , , , ,,CENATE SOPRA,1241,1264,2505
4, , , , , ,,CENATE SOTTO,1751,1743,3494
5, , , , , ,,GORLAGO,2541,2487,5028
6, , , , , ,,SAN PAOLO D'ARGON,2705,2681,5386
7, , , , , ,,TORRE DE' ROVERI,1168,1142,2310
0,1030126110,LOMBARDIA,BERGAMO,UNIONE DI COMUNI ALTO SERIO,4-Ott-2014,4,,2030,1947,3977
1, , , , , ,,GANDELLINO,545,501,1046
2, , , , , ,,GROMO,645,594,1239
3, , , , , ,,VALBONDIONE,541,544,1085
4, , , , , ,,VALGOGLIO,299,308,607
0,1030126070,LOMBARDIA,BERGAMO,UNIONE INSIEME SUL SERIO,5-Ott-2012,7,,16662,17138,33800
1, , , , , ,,AVIATICO,273,244,517
2, , , , , ,,CASNIGO,1683,1651,3334
3, , , , , ,,GAZZANIGA,2460,2700,5160
4, , , , , ,,NEMBRO,5668,5874,11542
5, , , , , ,,PRADALUNGA,2296,2340,4636
6, , , , , ,,SELVINO,992,999,1991
7, , , , , ,,VILLA DI SERIO,3290,3330,6620
0,1030126010,LOMBARDIA,BERGAMO,UNIONE MEDIA VALLE CAVALLINA,1-Gen-1998,3,,1627,1606,3233
1, , , , , ,,BORGO DI TERZO,541,549,1090
2, , , , , ,,LUZZANA,450,441,891
3, , , , , ,,VIGANO SAN MARTINO,636,616,1252
0,1030156100,LOMBARDIA,BRESCIA,ALPI OROBIE BRESCIANE,1-Gen-2010,5,,5547,5765,11312
1, , , , , ,,CORTENO GOLGI,1006,1009,2015
2, , , , , ,,EDOLO,2176,2333,4509
3, , , , , ,,MALONNO,1618,1702,3320
4, , , , , ,,PAISCO LOVENO,99,99,198
5, , , , , ,,SONICO,648,622,1270
0,1030156120,LOMBARDIA,BRESCIA,ALTA VAL TROMPIA LA VIA DEL FERRO,1-Gen-2013,3,,2186,2076,4262
1, , , , , ,,COLLIO,1149,1078,2227
2, , , , , ,,MARMENTINO,349,327,676
3, , , , , ,,TAVERNOLE SUL MELLA,688,671,1359
0,1030156030,LOMBARDIA,BRESCIA,ALTA VALLECAMONICA,1-Gen-2000,6,,2908,3095,6003
1, , , , , ,,INCUDINE,203,200,403
2, , , , , ,,MONNO,267,297,564
3, , , , , ,,PONTE DI LEGNO,855,899,1754
4, , , , , ,,TEMU',529,554,1083
5, , , , , ,,VEZZA D'OGLIO,725,751,1476
6, , , , , ,,VIONE,329,394,723
0,1030156090,LOMBARDIA,BRESCIA,BASSA VALLE CAMONICA,1-Gen-2010,3,,5096,5071,10167
1, , , , , ,,ARTOGNE,1795,1776,3571
2, , , , , ,,GIANICO,1085,1111,2196
3, , , , , ,,PIAN CAMUNO,2216,2184,4400
0,1030156020,LOMBARDIA,BRESCIA,DELLA VALSAVIORE,1-Gen-2000,5,,3158,3236,6394
1, , , , , ,,BERZO DEMO,860,860,1720
2, , , , , ,,CEDEGOLO,606,640,1246
3, , , , , ,,CEVO,474,456,930
4, , , , , ,,SAVIORE DELL'ADAMELLO,466,526,992
5, , , , , ,,SELLERO,752,754,1506
0,1030156130,LOMBARDIA,BRESCIA,TERRA DEL CHIESE E NAVIGLIO,29-Gen-2016,3,,3790,3813,7603
1, , , , , ,,ACQUAFREDDA,767,812,1579
2, , , , , ,,ISORELLA,2044,2047,4091
3, , , , , ,,VISANO,979,954,1933
0,1030156110,LOMBARDIA,BRESCIA,UNIONE DEGLI ANTICHI BORGHI DI VALLECAMONICA,19-Ott-2011,6,,8036,8177,16213
1, , , , , ,,BORNO,1283,1347,2630
2, , , , , ,,CIVIDATE CAMUNO,1383,1379,2762
3, , , , , ,,ESINE,2664,2687,5351
4, , , , , ,,MALEGNO,1029,1049,2078
5, , , , , ,,NIARDO,960,990,1950
6, , , , , ,,OSSIMO,717,725,1442
0,1030156010,LOMBARDIA,BRESCIA,UNIONE DEI COMUNI CIMBERGO PASPARDO,1-Gen-1998,2,,602,606,1208
1, , , , , ,,CIMBERGO,265,297,562
2, , , , , ,,PASPARDO,337,309,646
0,1030156050,LOMBARDIA,BRESCIA,UNIONE DEI COMUNI DELLA VALLE DEL GARZA,1-Gen-2003,2,,6444,6592,13036
1, , , , , ,,CAINO,1052,1027,2079
2, , , , , ,,NAVE,5392,5565,10957
0,1030156080,LOMBARDIA,BRESCIA,UNIONE DEI COMUNI LOMBARDA BASSA BRESCIANA OCCIDENTALE,1-Gen-2010,9,,16596,16350,32946
1, , , , , ,,BARBARIGA,1211,1177,2388
2, , , , , ,,LOGRATO,1905,1888,3793
3, , , , , ,,LONGHENA,315,292,607
4, , , , , ,,MACLODIO,780,721,1501
5, , , , , ,,ORZINUOVI,6164,6179,12343
6, , , , , ,,ORZIVECCHI,1270,1215,2485
7, , , , , ,,POMPIANO,1964,1929,3893
8, , , , , ,,SAN PAOLO,2283,2221,4504
9, , , , , ,,VILLACHIARA,704,728,1432
0,1030156140,LOMBARDIA,BRESCIA,UNIONE LOMBARDA DEI COMUNI DI PONTEVICO E ROBECCO D'OGLIO,28-Ott-2017,2,,4455,5104,9559
1, , , , , ,,PONTEVICO,3318,3803,7121
2, , , , , ,,ROBECCO D'OGLIO,1137,1301,2438
0,1030156070,LOMBARDIA,BRESCIA,UNIONE MEDIA VALLE CAMONICA CIVILTA' DELLE PIETRE,1-Gen-2010,4,,2317,2448,4765
1, , , , , ,,CAPO DI PONTE,1200,1309,2509
2, , , , , ,,CERVENO,340,323,663
3, , , , , ,,LOSINE,288,303,591
4, , , , , ,,ONO SAN PIETRO,489,513,1002
0,1030156040,LOMBARDIA,BRESCIA,VALTENESI,1-Gen-2002,4,,6543,6856,13399
1, , , , , ,,MANERBA DEL GARDA,2412,2490,4902
2, , , , , ,,MONIGA DEL GARDA,1198,1238,2436
3, , , , , ,,PADENGHE SUL GARDA,2051,2225,4276
4, , , , , ,,SOIANO DEL LAGO,882,903,1785
0,1030246050,LOMBARDIA,COMO,UNIONE DEI COMUNI LARIO E MONTI,1-Gen-2007,2,,1135,1253,2388
1, , , , , ,,BLEVIO,555,630,1185
2, , , , , ,,TORNO,580,623,1203
0,1030266020,LOMBARDIA,CREMONA,CALVATONE E TORNATA,1-Gen-1999,2,,885,866,1751
1, , , , , ,,CALVATONE,639,621,1260
2, , , , , ,,TORNATA,246,245,491
0,1030266150,LOMBARDIA,CREMONA,LOMBARDA CENTURIATI DI BONEMERSE E MALAGNINO,22-Gen-2015,2,,1489,1521,3010
1, , , , , ,,BONEMERSE,740,745,1485
2, , , , , ,,MALAGNINO,749,776,1525
0,1030266040,LOMBARDIA,CREMONA,MUNICIPIA,1-Gen-2001,2,,1199,1247,2446
1, , , , , ,,MOTTA BALUFFI,486,494,980
2, , , , , ,,SCANDOLARA RAVARA,713,753,1466
0,1030266170,LOMBARDIA,CREMONA,TERRAE FLUMINIS,9-Apr-2016,2,,1742,1809,3551
1, , , , , ,,GUSSOLA,1406,1467,2873
2, , , , , ,,TORRICELLA DEL PIZZO,336,342,678
0,1030266110,LOMBARDIA,CREMONA,TERRAE NOBILIS,7-Ott-2014,3,,2079,2020,4099
1, , , , , ,,CELLA DATI,275,278,553
2, , , , , ,,DEROVERE,151,159,310
3, , , , , ,,SOSPIRO,1653,1583,3236
0,1030266100,LOMBARDIA,CREMONA,TERRE DI PIEVI E CASTELLI,6-Feb-2014,3,,2065,2088,4153
1, , , , , ,,ISOLA DOVARESE,602,629,1231
2, , , , , ,,PESSINA CREMONESE,348,325,673
3, , , , , ,,TORRE DE' PICENARDI,1115,1134,2249
0,1030266090,LOMBARDIA,CREMONA,UNIONE DEI COMUNI LOMBARDA DEI FONTANILI,1-Gen-2003,3,,1988,2029,4017
1, , , , , ,,CASALETTO DI SOPRA,283,265,548
2, , , , , ,,ROMANENGO,1489,1532,3021
3, , , , , ,,TICENGO,216,232,448
0,1030266050,LOMBARDIA,CREMONA,UNIONE DEI COMUNI LOMBARDA PALVARETA NOVA,1-Gen-2001,3,,954,931,1885
1, , , , , ,,SAN MARTINO DEL LAGO,240,233,473
2, , , , , ,,SOLAROLO RAINERIO,496,511,1007
3, , , , , ,,VOLTIDO,218,187,405
0,1030266140,LOMBARDIA,CREMONA,UNIONE DEI COMUNI LOMBARDA TRE VILLE,9-Lug-2015,3,,1876,1953,3829
1, , , , , ,,ACQUANEGRA CREMONESE,623,679,1302
2, , , , , ,,CROTTA D'ADDA,318,336,654
3, , , , , ,,GRUMELLO CREMONESE ED UNITI,935,938,1873
0,1030266130,LOMBARDIA,CREMONA,UNIONE DEL DELMONA,26-Mar-2015,2,,2679,2708,5387
1, , , , , ,,GADESCO PIEVE DELMONA,1010,1005,2015
2, , , , , ,,PERSICO DOSIMO,1669,1703,3372
0,1030266060,LOMBARDIA,CREMONA,"UNIONE DI COMUNI LOMBARDA DI CASALBUTTANO ED UNITI, CORTE DE' CORTESI CON CIGNONE",1-Gen-2002,2,,2509,2717,5226
1, , , , , ,,CASALBUTTANO ED UNITI,1944,2159,4103
2, , , , , ,,CORTE DE' CORTESI CON CIGNONE,565,558,1123
0,1030266025,LOMBARDIA,CREMONA,UNIONE DI COMUNI LOMBARDA FOEDUS,1-Gen-2001,3,,1678,1608,3286
1, , , , , ,,CASTELDIDONE,313,263,576
2, , , , , ,,RIVAROLO DEL RE ED UNITI,1060,1017,2077
3, , , , , ,,SPINEDA,305,328,633
0,1030266180,LOMBARDIA,CREMONA,UNIONE DI COMUNI LOMBARDA TERRA DI CASCINE,3-Feb-2017,2,,3554,3568,7122
1, , , , , ,,CASTELVERDE,2797,2854,5651
2, , , , , ,,POZZAGLIO ED UNITI,757,714,1471
0,1030266160,LOMBARDIA,CREMONA,UNIONE LOMBARDA DEI COMUNI FLUVIALIS CIVITAS,21-Nov-2015,3,,2136,2136,4272
1, , , , , ,,GERRE DE' CAPRIOLI,651,632,1283
2, , , , , ,,SAN DANIELE PO,702,717,1419
3, , , , , ,,STAGNO LOMBARDO,783,787,1570
0,1030266070,LOMBARDIA,CREMONA,UNIONE LOMBARDA DEI COMUNI OGLIO - CIRIA,1-Gen-2002,4,,2249,2233,4482
1, , , , , ,,CORTE DE' FRATI,717,706,1423
2, , , , , ,,GRONTARDO,745,724,1469
3, , , , , ,,OLMENETA,464,503,967
4, , , , , ,,SCANDOLARA RIPA D'OGLIO,323,300,623
0,1030266030,LOMBARDIA,CREMONA,UNIONE LOMBARDA SORESINESE,1-Gen-2001,10,,10115,10754,20869
1, , , , , ,,ANNICCO,1023,1052,2075
2, , , , , ,,AZZANELLO,353,364,717
3, , , , , ,,CASALMORANO,813,867,1680
4, , , , , ,,CASTELVISCONTI,175,155,330
5, , , , , ,,CUMIGNANO SUL NAVIGLIO,227,220,447
6, , , , , ,,GENIVOLTA,580,598,1178
7, , , , , ,,PADERNO PONCHIELLI,693,787,1480
8, , , , , ,,SAN BASSANO,1053,1154,2207
9, , , , , ,,SORESINA,4335,4660,8995
10, , , , , ,,TRIGOLO,863,897,1760
0,1030996010,LOMBARDIA,LODI,UNIONE DI COMUNI LOMBARDA OLTRE ADDA LODIGIANO,1-Gen-2001,3,,1805,1747,3552
1, , , , , ,,ABBADIA CERRETO,148,149,297
2, , , , , ,,BOFFALORA D'ADDA,859,846,1705
3, , , , , ,,CORTE PALASIO,798,752,1550
0,1030996030,LOMBARDIA,LODI,UNIONE LODIGIANA GRIFONE,15-Feb-2016,2,,2975,2904,5879
1, , , , , ,,CASALETTO LODIGIANO,1370,1409,2779
2, , , , , ,,CASELLE LURANI,1605,1495,3100
0,1030996020,LOMBARDIA,LODI,UNIONE NORD LODIGIANO,10-Apr-2014,6,,10995,11167,22162
1, , , , , ,,CASALMAIOCCO,1531,1538,3069
2, , , , , ,,CERVIGNANO D'ADDA,1059,1060,2119
3, , , , , ,,MERLINO,899,873,1772
4, , , , , ,,MONTANASO LOMBARDO,1116,1115,2231
5, , , , , ,,TAVAZZANO CON VILLAVESCO,2983,3116,6099
6, , , , , ,,ZELO BUON PERSICO,3407,3465,6872
0,1030456120,LOMBARDIA,MANTOVA,COLLI MANTOVANI,22-Nov-2016,2,,5973,6162,12135
1, , , , , ,,MONZAMBANO,2428,2409,4837
2, , , , , ,,VOLTA MANTOVANA,3545,3753,7298
0,1030456080,LOMBARDIA,MANTOVA,UNIONE DEI COMUNI DI CASTELLI MORENICI,18-Set-2015,3,,4290,4551,8841
1, , , , , ,,MEDOLE,1949,2089,4038
2, , , , , ,,PONTI SUL MINCIO,1110,1162,2272
3, , , , , ,,SOLFERINO,1231,1300,2531
0,1030456150,LOMBARDIA,MANTOVA,UNIONE DEI COMUNI LOMBARDA ESSEVUM DI ROVERBELLA E CASTELBELFORTE,11-Set-2019,2,,5719,5850,11569
1, , , , , ,,CASTELBELFORTE,1511,1558,3069
2, , , , , ,,ROVERBELLA,4208,4292,8500
0,1030456130,LOMBARDIA,MANTOVA,UNIONE DEI COMUNI LOMBARDA TERRA DEI GONZAGA,27-Dic-2016,2,,3295,3494,6789
1, , , , , ,,BOZZOLO,2030,2151,4181
2, , , , , ,,RIVAROLO MANTOVANO,1265,1343,2608
0,1030456100,LOMBARDIA,MANTOVA,UNIONE DI COMUNI LOMBARDA MINCIO PO,19-Mar-2016,2,,1825,2008,3833
1, , , , , ,,SERRAVALLE A PO,774,819,1593
2, , , , , ,,SUSTINENTE,1051,1189,2240
