nr,codice_unione,regione,provincia,descrizione_unione_di_comuni,data_costituzione,nr_comuni,comuni_appartenenti_allunione,pop_uomini,pop_donne,pop_totale
2, , , , , ,,CORLEONE,5477,5809,11286
0,5190556090,SICILIA,PALERMO,CORVO ELEUTERIO,1-Gen-2003,2,,11039,11329,22368
1, , , , , ,,CASTELDACCIA,5351,5533,10884
2, , , , , ,,FICARAZZI,5688,5796,11484
0,5190556070,SICILIA,PALERMO,DEL GOLFO,1-Gen-2003,2,,8934,8855,17789
1, , , , , ,,ALTAVILLA MILICIA,3705,3724,7429
2, , , , , ,,TRABIA,5229,5131,10360
0,5190556080,SICILIA,PALERMO,DELLA BARONIA,1-Gen-2003,2,,18792,19147,37939
1, , , , , ,,CARINI,17655,18026,35681
2, , , , , ,,GIARDINELLO,1137,1121,2258
0,5190556120,SICILIA,PALERMO,DELLE TORRI TRA MARE E MONTI,1-Gen-2004,3,,10995,11276,22271
1, , , , , ,,CAPACI,5422,5608,11030
2, , , , , ,,ISOLA DELLE FEMMINE,3559,3541,7100
3, , , , , ,,TORRETTA,2014,2127,4141
0,5190556040,SICILIA,PALERMO,LE QUATTRO TERRE,1-Gen-2002,2,,10532,10883,21415
1, , , , , ,,ALTOFONTE,5016,5250,10266
2, , , , , ,,BELMONTE MEZZAGNO,5516,5633,11149
0,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,,26749,28860,55609
1, , , , , ,,ALIMENA,998,1154,2152
2, , , , , ,,ALIMINUSA,645,646,1291
3, , , , , ,,BLUFI,507,576,1083
4, , , , , ,,BOMPIETRO,672,802,1474
5, , , , , ,,CACCAMO,4054,4241,8295
6, , , , , ,,CASTELBUONO,4437,4724,9161
7, , , , , ,,CASTELLANA SICULA,1693,1856,3549
8, , , , , ,,COLLESANO,1968,2127,4095
9, , , , , ,,GANGI,3390,3673,7063
10, , , , , ,,GRATTERI,479,540,1019
11, , , , , ,,ISNELLO,751,847,1598
12, , , , , ,,MONTEMAGGIORE BELSITO,1712,1854,3566
13, , , , , ,,PETRALIA SOPRANA,1682,1761,3443
14, , , , , ,,PETRALIA SOTTANA,1378,1597,2975
15, , , , , ,,POLLINA,1483,1515,2998
16, , , , , ,,SAN MAURO CASTELVERDE,900,947,1847
0,5190556010,SICILIA,PALERMO,MONREALE - JETAS,1-Gen-2002,4,,27157,28298,55455
1, , , , , ,,CAMPOREALE,1683,1765,3448
2, , , , , ,,MONREALE,18743,19275,38018
3, , , , , ,,SAN CIPIRELLO,2639,2839,5478
4, , , , , ,,SAN GIUSEPPE JATO,4092,4419,8511
0,5190556130,SICILIA,PALERMO,MONTELEPRE-BORGETTO,1-Gen-2005,2,,6571,6871,13442
1, , , , , ,,BORGETTO,3451,3570,7021
2, , , , , ,,MONTELEPRE,3120,3301,6421
0,5190556150,SICILIA,PALERMO,UNIONE DEI COMUNI VAL D'HIMERA SETTENTRIONALE,1-Gen-2006,3,,2558,2690,5248
1, , , , , ,,CALTAVUTURO,2025,2146,4171
2, , , , , ,,SCILLATO,308,319,627
3, , , , , ,,SCLAFANI BAGNI,225,225,450
0,5190556160,SICILIA,PALERMO,UNIONE PIZZO MARABITO,1-Gen-2007,3,,2725,2857,5582
1, , , , , ,,BAUCINA,999,1015,2014
2, , , , , ,,CAMPOFELICE DI FITALIA,270,278,548
3, , , , , ,,MEZZOJUSO,1456,1564,3020
0,5190556210,SICILIA,PALERMO,UNIONI DALLE TERME ARABE AD OLTRE ALPE  CUCCO,1-Gen-2010,2,,1058,1102,2160
1, , , , , ,,CEFALA' DIANA,489,518,1007
2, , , , , ,,GODRANO,569,584,1153
0,5190556030,SICILIA,PALERMO,VALLE DEL SOSIO,1-Gen-2002,5,,8174,8926,17100
1, , , , , ,,BISACQUINO,2311,2518,4829
2, , , , , ,,CHIUSA SCLAFANI,1370,1587,2957
3, , , , , ,,GIULIANA,1012,1020,2032
4, , , , , ,,PALAZZO ADRIANO,1050,1177,2227
5, , , , , ,,PRIZZI,2431,2624,5055
0,5190556060,SICILIA,PALERMO,VALLE DEL TORTO E DEI FEUDI,1-Gen-2002,6,,11058,12187,23245
1, , , , , ,,ALIA,1802,2004,3806
2, , , , , ,,CASTRONOVO DI SICILIA,1523,1652,3175
3, , , , , ,,LERCARA FRIDDI,3276,3659,6935
4, , , , , ,,ROCCAPALUMBA,1263,1371,2634
5, , , , , ,,VALLEDOLMO,1784,1963,3747
6, , , , , ,,VICARI,1410,1538,2948
0,5190656010,SICILIA,RAGUSA,UNIONE IBLEIDE,1-Gen-2011,3,,7150,7400,14550
1, , , , , ,,CHIARAMONTE GULFI,4073,4151,8224
2, , , , , ,,GIARRATANA,1522,1621,3143
3, , , , , ,,MONTEROSSO ALMO,1555,1628,3183
0,5190766050,SICILIA,SIRACUSA,UNIONE DEI MONTI CLIMITI,20-Ott-2010,2,,15133,15405,30538
1, , , , , ,,FLORIDIA,11245,11440,22685
2, , , , , ,,SOLARINO,3888,3965,7853
0,5190766030,SICILIA,SIRACUSA,UNIONE TERRE DELLE ACQUE,1-Gen-2010,2,,7750,8220,15970
1, , , , , ,,FRANCOFONTE,6261,6662,12923
2, , , , , ,,LICODIA EUBEA,1489,1558,3047
0,5190766010,SICILIA,SIRACUSA,VALLE DEGLI IBLEI,1-Gen-2003,6,,11002,11949,22951
1, , , , , ,,BUCCHERI,1011,1122,2133
2, , , , , ,,BUSCEMI,559,569,1128
3, , , , , ,,CANICATTINI BAGNI,3438,3748,7186
4, , , , , ,,CASSARO,394,419,813
5, , , , , ,,FERLA,1246,1354,2600
6, , , , , ,,PALAZZOLO ACREIDE,4354,4737,9091
0,5190826010,SICILIA,TRAPANI,UNIONE DEI COMUNI ELIMO ERICINI,1-Gen-2004,6,,24658,26221,50879
1, , , , , ,,BUSETO PALIZZOLO,1412,1619,3031
2, , , , , ,,CASTELLAMMARE DEL GOLFO,7056,7547,14603
3, , , , , ,,CUSTONACI,2661,2731,5392
4, , , , , ,,PACECO,5553,5934,11487
5, , , , , ,,SAN VITO LO CAPO,2168,2247,4415
6, , , , , ,,VALDERICE,5808,6143,11951
0,5190826020,SICILIA,TRAPANI,VALLE DEL BELICE,1-Gen-2004,5,,11258,12210,23468
1, , , , , ,,GIBELLINA,2017,2247,4264
2, , , , , ,,PARTANNA,5205,5649,10854
3, , , , , ,,POGGIOREALE,770,764,1534
4, , , , , ,,SALAPARUTA,805,916,1721
5, , , , , ,,SANTA NINFA,2461,2634,5095
0,3090056020,TOSCANA,AREZZO,UNIONE DEI COMUNI MONTANI DEL CASENTINO,29-Nov-2011,8,,8780,8969,17749
1, , , , , ,,CASTEL FOCOGNANO,1599,1640,3239
2, , , , , ,,CASTEL SAN NICCOLO',1351,1388,2739
3, , , , , ,,CHITIGNANO,454,479,933
4, , , , , ,,CHIUSI DELLA VERNA,1008,1050,2058
5, , , , , ,,MONTEMIGNAIO,279,297,576
6, , , , , ,,ORTIGNANO RAGGIOLO,440,438,878
7, , , , , ,,POPPI,3072,3124,6196
8, , , , , ,,TALLA,577,553,1130
0,3090056010,TOSCANA,AREZZO,UNIONE DEI COMUNI PRATOMAGNO,1-Gen-2009,3,,8769,8859,17628
1, , , , , ,,CASTELFRANCO PIANDISCO',4748,4770,9518
2, , , , , ,,CASTIGLION FIBOCCHI,1104,1114,2218
3, , , , , ,,LORO CIUFFENNA,2917,2975,5892
0,3090056030,TOSCANA,AREZZO,UNIONE MONTANA DEI COMUNI DELLA VALTIBERINA TOSCANA,23-Dic-2011,6,,13409,14221,27630
1, , , , , ,,ANGHIARI,2762,2910,5672
2, , , , , ,,BADIA TEDALDA,563,528,1091
3, , , , , ,,CAPRESE MICHELANGELO,739,777,1516
4, , , , , ,,MONTERCHI,895,927,1822
5, , , , , ,,SANSEPOLCRO,7735,8373,16108
6, , , , , ,,SESTINO,715,706,1421
0,3090306060,TOSCANA,FIRENZE,CIRCONDARIO EMPOLESE VALDELSA,1-Gen-2012,11,,82309,87732,170041
1, , , , , ,,CAPRAIA E LIMITE,3639,3659,7298
2, , , , , ,,CASTELFIORENTINO,8485,9004,17489
3, , , , , ,,CERRETO GUIDI,5026,5338,10364
4, , , , , ,,CERTALDO,7747,8188,15935
5, , , , , ,,EMPOLI,22092,24449,46541
6, , , , , ,,FUCECCHIO,11105,11680,22785
7, , , , , ,,GAMBASSI TERME,2395,2505,4900
8, , , , , ,,MONTAIONE,1843,1933,3776
9, , , , , ,,MONTELUPO FIORENTINO,6634,7019,13653
10, , , , , ,,MONTESPERTOLI,6494,6701,13195
11, , , , , ,,VINCI,6849,7256,14105
0,3090306020,TOSCANA,FIRENZE,UNIONE COMUNALE DEL CHIANTI FIORENTINO ,1-Gen-2010,3,,20794,22001,42795
1, , , , , ,,BARBERINO TAVARNELLE,5883,6143,12026
2, , , , , ,,GREVE IN CHIANTI,6779,7107,13886
3, , , , , ,,SAN CASCIANO IN VAL DI PESA,8132,8751,16883
0,3090306010,TOSCANA,FIRENZE,UNIONE DEI COMUNI VALDARNO E VALDISIEVE,1-Gen-2010,6,,26656,27898,54554
1, , , , , ,,LONDA,926,901,1827
2, , , , , ,,PELAGO,3636,3873,7509
3, , , , , ,,PONTASSIEVE,9922,10607,20529
4, , , , , ,,REGGELLO,7906,8170,16076
5, , , , , ,,RUFINA,3636,3746,7382
6, , , , , ,,SAN GODENZO,630,601,1231
0,3090306040,TOSCANA,FIRENZE,UNIONE MONTANA DEI COMUNI   DEL MUGELLO,1-Gen-2012,8,,31079,32264,63343
1, , , , , ,,BARBERINO DI MUGELLO,5148,5313,10461
2, , , , , ,,BORGO SAN LORENZO,8584,9270,17854
3, , , , , ,,DICOMANO,2812,2858,5670
4, , , , , ,,FIRENZUOLA,2405,2423,4828
5, , , , , ,,MARRADI,1612,1645,3257
6, , , , , ,,PALAZZUOLO SUL SENIO,596,592,1188
7, , , , , ,,SCARPERIA E SAN PIERO,5886,6082,11968
8, , , , , ,,VICCHIO,4036,4081,8117
0,3090366010,TOSCANA,GROSSETO,UNIONE DEI COMUNI MONTANI AMIATA GROSSETANA,20-Set-2011,7,,8046,8488,16534
1, , , , , ,,ARCIDOSSO,2110,2203,4313
2, , , , , ,,CASTEL DEL PIANO,2255,2416,4671
3, , , , , ,,CASTELL'AZZARA,763,838,1601
4, , , , , ,,ROCCALBEGNA,554,545,1099
5, , , , , ,,SANTA FIORA,1325,1377,2702
6, , , , , ,,SEGGIANO,493,511,1004
7, , , , , ,,SEMPRONIANO,546,598,1144
0,3090366020,TOSCANA,GROSSETO,UNIONE DEI COMUNI MONTANI COLLINE DEL FIORA,1-Gen-2012,3,,7095,7630,14725
1, , , , , ,,MANCIANO,3493,3766,7259
2, , , , , ,,PITIGLIANO,1856,2014,3870
3, , , , , ,,SORANO,1746,1850,3596
0,3090366030,TOSCANA,GROSSETO,UNIONE DI COMUNI MONTANA COLLINE METALLIFERE,1-Gen-2012,4,,9885,10668,20553
1, , , , , ,,MASSA MARITTIMA,4052,4562,8614
2, , , , , ,,MONTEROTONDO MARITTIMO,720,694,1414
3, , , , , ,,MONTIERI,558,589,1147
4, , , , , ,,ROCCASTRADA,4555,4823,9378
0,3090436030,TOSCANA,LUCCA,UNIONE COMUNI GARFAGNANA,11-Gen-2012,14,,13825,14482,28307
1, , , , , ,,CAMPORGIANO,1127,1158,2285
2, , , , , ,,CAREGGINE,291,293,584
3, , , , , ,,CASTELNUOVO DI GARFAGNANA,2929,3130,6059
4, , , , , ,,CASTIGLIONE DI GARFAGNANA,929,931,1860
5, , , , , ,,FABBRICHE DI VERGEMOLI,409,411,820
6, , , , , ,,FOSCIANDORA,304,317,621
7, , , , , ,,GALLICANO,1911,1971,3882
8, , , , , ,,MINUCCIANO,1076,1145,2221
9, , , , , ,,MOLAZZANA,552,575,1127
10, , , , , ,,PIAZZA AL SERCHIO,1194,1264,2458
11, , , , , ,,PIEVE FOSCIANA,1203,1215,2418
12, , , , , ,,SAN ROMANO IN GARFAGNANA,705,754,1459
13, , , , , ,,SILLANO GIUNCUGNANO,542,608,1150
14, , , , , ,,VILLA COLLEMANDINA,653,710,1363
0,3090436010,TOSCANA,LUCCA,UNIONE DEI COMUNI DELLA VERSILIA,1-Gen-2009,4,,34248,36721,70969
1, , , , , ,,CAMAIORE,15422,16661,32083
2, , , , , ,,MASSAROSA,10930,11400,22330
3, , , , , ,,SERAVEZZA,6280,6958,13238
4, , , , , ,,STAZZEMA,1616,1702,3318
0,3090436020,TOSCANA,LUCCA,UNIONE DEI COMUNI MEDIA VALLE DEL SERCHIO,1-Gen-2012,5,,15770,16666,32436
1, , , , , ,,BAGNI DI LUCCA,2969,3238,6207
2, , , , , ,,BARGA,4943,5182,10125
3, , , , , ,,BORGO A MOZZANO,3521,3706,7227
4, , , , , ,,COREGLIA ANTELMINELLI,2533,2699,5232
5, , , , , ,,PESCAGLIA,1804,1841,3645
0,3090466010,TOSCANA,MASSA-CARRARA,UNIONE DI COMUNI MONTANA LUNIGIANA,1-Gen-2012,13,,23315,24931,48246
1, , , , , ,,AULLA,5417,5867,11284
2, , , , , ,,BAGNONE,935,991,1926
3, , , , , ,,CASOLA IN LUNIGIANA,476,527,1003
4, , , , , ,,COMANO,354,401,755
5, , , , , ,,FILATTIERA,1123,1238,2361
6, , , , , ,,FIVIZZANO,3950,4317,8267
7, , , , , ,,FOSDINOVO,2398,2573,4971
8, , , , , ,,LICCIANA NARDI,2426,2529,4955
9, , , , , ,,MULAZZO,1265,1301,2566
10, , , , , ,,PODENZANA,1065,1077,2142
11, , , , , ,,TRESANA,1010,1075,2085
12, , , , , ,,VILLAFRANCA IN LUNIGIANA,2319,2411,4730
13, , , , , ,,ZERI,577,624,1201
0,3090626030,TOSCANA,PISA,UNIONE COLLI MARITTIMI PISANI,1-Gen-2012,3,,2771,2803,5574
1, , , , , ,,CASTELLINA MARITTIMA,993,992,1985
2, , , , , ,,MONTESCUDAIO,971,987,1958
3, , , , , ,,RIPARBELLA,807,824,1631
0,3090626020,TOSCANA,PISA,UNIONE MONTANA ALTA VAL DI CECINA,1-Gen-2012,3,,4162,4281,8443
1, , , , , ,,MONTECATINI VAL DI CECINA,909,911,1820
2, , , , , ,,MONTEVERDI MARITTIMO,402,376,778
3, , , , , ,,POMARANCE,2851,2994,5845
0,3090626010,TOSCANA,PISA,UNIONE VALDERA,1-Gen-2009,8,,37803,40089,77892
1, , , , , ,,BIENTINA,3760,4006,7766
2, , , , , ,,BUTI,2812,2961,5773
3, , , , , ,,CALCINAIA,5695,5989,11684
4, , , , , ,,CAPANNOLI,3020,3193,6213
5, , , , , ,,CASCIANA TERME LARI,6027,6339,12366
6, , , , , ,,CHIANNI,701,756,1457
7, , , , , ,,PALAIA,2190,2382,4572
8, , , , , ,,PONTEDERA,13598,14463,28061
0,3090636010,TOSCANA,PISTOIA,UNIONI DI COMUNI MONTANI APPENNINO PISTOIESE,1-Gen-2013,3,,5860,6537,12397
1, , , , , ,,ABETONE CUTIGLIANO,1059,1189,2248
2, , , , , ,,SAMBUCA PISTOIESE,849,831,1680
3, , , , , ,,SAN MARCELLO PITEGLIO,3952,4517,8469
0,3091006010,TOSCANA,PRATO,UNIONE DEI COMUNI VAL DI BISENZIO,1-Gen-2012,3,,9230,9705,18935
1, , , , , ,,CANTAGALLO,1543,1559,3102
2, , , , , ,,VAIANO,4772,5049,9821
3, , , , , ,,VERNIO,2915,3097,6012
0,3090756030,TOSCANA,SIENA,UNIONE DEI COMUNI AMIATA VAL D'ORCIA,1-Gen-2012,5,,8146,8871,17017
1, , , , , ,,ABBADIA SAN SALVATORE,3082,3475,6557
2, , , , , ,,CASTIGLIONE D'ORCIA,1164,1289,2453
3, , , , , ,,PIANCASTAGNAIO,2017,2159,4176
4, , , , , ,,RADICOFANI,575,576,1151
5, , , , , ,,SAN QUIRICO D'ORCIA,1308,1372,2680
0,3090756020,TOSCANA,SIENA,UNIONE DEI COMUNI VAL DI MERSE,1-Gen-2009,4,,7625,8080,15705
1, , , , , ,,CHIUSDINO,913,964,1877
2, , , , , ,,MONTICIANO,740,765,1505
3, , , , , ,,MURLO,1200,1188,2388
4, , , , , ,,SOVICILLE,4772,5163,9935
0,3090756010,TOSCANA,SIENA,UNIONE DEI COMUNI VALDICHIANA SENESE,1-Gen-2009,10,,29978,32689,62667
1, , , , , ,,CETONA,1365,1480,2845
2, , , , , ,,CHIANCIANO TERME,3267,3791,7058
3, , , , , ,,CHIUSI,4192,4644,8836
4, , , , , ,,MONTEPULCIANO,6838,7399,14237
5, , , , , ,,PIENZA,1035,1106,2141
6, , , , , ,,SAN CASCIANO DEI BAGNI,800,837,1637
7, , , , , ,,SARTEANO,2205,2536,4741
8, , , , , ,,SINALUNGA,6019,6457,12476
9, , , , , ,,TORRITA DI SIENA,3599,3758,7357
10, , , , , ,,TREQUANDA,658,681,1339
0,2040836040,TRENTINO-ALTO ADIGE,TRENTO,UNIONE DELL'ALTA ANAUNIA,18-Nov-2013,3,,1397,1405,2802
1, , , , , ,,CAVARENO,516,521,1037
2, , , , , ,,ROMENO,685,689,1374
3, , , , , ,,RONZONE,196,195,391
0,3100586010,UMBRIA,PERUGIA,TERRE DELL'OLIO E DEL SAGRANTINO,1-Gen-2001,8,,19217,19818,39035
1, , , , , ,,BEVAGNA,2592,2682,5274
2, , , , , ,,CAMPELLO SUL CLITUNNO,1240,1260,2500
3, , , , , ,,CASTEL RITALDI,1608,1711,3319
4, , , , , ,,GIANO DELL'UMBRIA,1889,1927,3816
5, , , , , ,,GUALDO CATTANEO,3140,3138,6278
6, , , , , ,,MASSA MARTANA,1898,1924,3822
7, , , , , ,,MONTEFALCO,2780,2911,5691
8, , , , , ,,TREVI,4070,4265,8335
0,3100586020,UMBRIA,PERUGIA,UNIONE DEI COMUNI DEL TRASIMENO,14-Lug-2016,8,,27968,29733,57701
1, , , , , ,,CASTIGLIONE DEL LAGO,7513,7909,15422
2, , , , , ,,CITTA' DELLA PIEVE,3725,4078,7803
3, , , , , ,,MAGIONE,7118,7471,14589
4, , , , , ,,PACIANO,479,503,982
5, , , , , ,,PANICALE,2790,2944,5734
6, , , , , ,,PASSIGNANO SUL TRASIMENO,2670,2852,5522
7, , , , , ,,PIEGARO,1821,1978,3799
8, , , , , ,,TUORO SUL TRASIMENO,1852,1998,3850
0,1020046020,VALLE D'AOSTA,AOSTA,UNITE' DES COMMUNES VALDOTAINES    GRAND-PARADIS,31-Dic-2014,13,,7784,7828,15612
1, , , , , ,,ARVIER,452,440,892
2, , , , , ,,AVISE,170,178,348
3, , , , , ,,AYMAVILLES,1025,1047,2072
4, , , , , ,,COGNE,721,732,1453
5, , , , , ,,INTROD,314,318,632
6, , , , , ,,RHEMES-NOTRE-DAME,69,45,114
7, , , , , ,,RHEMES-SAINT-GEORGES,97,99,196
8, , , , , ,,SAINT-NICOLAS,158,157,315
9, , , , , ,,SAINT-PIERRE,1556,1556,3112
10, , , , , ,,SARRE,2394,2463,4857
11, , , , , ,,VALGRISENCHE,104,94,198
12, , , , , ,,VALSAVARENCHE,90,97,187
13, , , , , ,,VILLENEUVE,634,602,1236
0,1020046070,VALLE D'AOSTA,AOSTA,UNITE' DES COMMUNES VALDOTAINES    MONT-ROSE,31-Dic-2014,9,,4792,5097,9889
1, , , , , ,,BARD,59,66,125
2, , , , , ,,CHAMPORCHER,197,201,398
3, , , , , ,,DONNAS,1253,1371,2624
4, , , , , ,,FONTAINEMORE,229,220,449
5, , , , , ,,HONE,560,615,1175
6, , , , , ,,LILLIANES,222,243,465
7, , , , , ,,PERLOZ,223,230,453
8, , , , , ,,PONT-SAINT-MARTIN,1952,2053,4005
9, , , , , ,,PONTBOSET,97,98,195
0,1020046080,VALLE D'AOSTA,AOSTA,UNITE' DES COMMUNES VALDOTAINES    WALSER,31-Dic-2014,4,,987,1047,2034
1, , , , , ,,GABY,238,249,487
2, , , , , ,,GRESSONEY-LA-TRINITE',142,169,311
3, , , , , ,,GRESSONEY-SAINT-JEAN,398,416,814
4, , , , , ,,ISSIME,209,213,422
0,1020046050,VALLE D'AOSTA,AOSTA,UNITE' DES COMMUNES VALDOTAINES   MONT-CERVIN,31-Dic-2014,12,,8355,8451,16806
1, , , , , ,,ANTEY-SAINT-ANDRE',307,319,626
2, , , , , ,,CHAMBAVE,472,467,939
3, , , , , ,,CHAMOIS,45,49,94
4, , , , , ,,CHATILLON,2404,2542,4946
5, , , , , ,,EMARÈSE,122,106,228
6, , , , , ,,LA MAGDELEINE,60,51,111
7, , , , , ,,PONTEY,405,413,818
8, , , , , ,,SAINT-DENIS,197,185,382
9, , , , , ,,SAINT-VINCENT,2272,2382,4654
10, , , , , ,,TORGNON,267,250,517
11, , , , , ,,VALTOURNENCHE,1119,1028,2147
12, , , , , ,,VERRAYES,685,659,1344
0,1020046040,VALLE D'AOSTA,AOSTA,UNITE' DES COMMUNES VALDOTAINES   MONT-EMILIUS,31-Dic-2014,10,,11131,11166,22297
1, , , , , ,,BRISSOGNE,508,475,983
2, , , , , ,,CHARVENSOD,1252,1255,2507
3, , , , , ,,FÉNIS,885,881,1766
4, , , , , ,,GRESSAN,1654,1652,3306
5, , , , , ,,JOVENCAN,387,371,758
6, , , , , ,,NUS,1446,1497,2943
7, , , , , ,,POLLEIN,767,764,1531
8, , , , , ,,QUART,1956,1916,3872
9, , , , , ,,SAINT-CHRISTOPHE,1646,1710,3356
10, , , , , ,,SAINT-MARCEL,630,645,1275
0,1020046060,VALLE D'AOSTA,AOSTA,UNITE' DES COMMUNES VALDOTAINES  EVANCON,31-Dic-2014,9,,5665,5847,11512
1, , , , , ,,ARNAD,611,683,1294
2, , , , , ,,AYAS,685,674,1359
3, , , , , ,,BRUSSON,407,445,852
4, , , , , ,,CHALLAND-SAINT-ANSELME,379,377,756
5, , , , , ,,CHALLAND-SAINT-VICTOR,309,302,611
6, , , , , ,,CHAMPDEPRAZ,337,365,702
7, , , , , ,,ISSOGNE,677,719,1396
8, , , , , ,,MONTJOVET,944,887,1831
9, , , , , ,,VERRÈS,1316,1395,2711
0,1020046030,VALLE D'AOSTA,AOSTA,UNITE' DES COMMUNES VALDOTAINES GRAND-COMBIN,31-Dic-2014,11,,2944,2867,5811
1, , , , , ,,ALLEIN,124,124,248
2, , , , , ,,BIONAZ,124,110,234
3, , , , , ,,DOUES,233,244,477
4, , , , , ,,ETROUBLES,251,245,496
5, , , , , ,,GIGNOD,833,859,1692
6, , , , , ,,OLLOMONT,83,75,158
7, , , , , ,,OYACE,125,100,225
8, , , , , ,,ROISAN,520,522,1042
9, , , , , ,,SAINT-OYEN,103,114,217
10, , , , , ,,SAINT-RHEMY-EN-BOSSES,201,166,367
11, , , , , ,,VALPELLINE,347,308,655
0,1020046010,VALLE D'AOSTA,AOSTA,UNITE' DES COMMUNES VALDOTAINES VALDIGNE-MONT-BLANC,31-Dic-2014,5,,4340,4403,8743
1, , , , , ,,COURMAYEUR,1405,1410,2815
2, , , , , ,,LA SALLE,1025,1046,2071
3, , , , , ,,LA THUILE,385,391,776
4, , , , , ,,MORGEX,1004,1065,2069
5, , , , , ,,PRE'-SAINT-DIDIER,521,491,1012
0,2050106030,VENETO,BELLUNO,CADORE LONGARONESE ZOLDO,1-Gen-2014,4,,2205,2268,4473
1, , , , , ,,OSPITALE DI CADORE,159,167,326
2, , , , , ,,SOVERZENE,207,211,418
3, , , , , ,,VAL DI ZOLDO,1707,1757,3464
4, , , , , ,,ZOPPE' DI CADORE,132,133,265
0,2050106060,VENETO,BELLUNO,CENTRO CADORE,1-Gen-2014,8,,7686,8417,16103
1, , , , , ,,AURONZO DI CADORE,1645,1808,3453
2, , , , , ,,CALALZO DI CADORE,1023,1150,2173
3, , , , , ,,DOMEGGE DI CADORE,1252,1323,2575
4, , , , , ,,LORENZAGO DI CADORE,277,290,567
5, , , , , ,,LOZZO DI CADORE,709,788,1497
6, , , , , ,,PERAROLO DI CADORE,189,194,383
7, , , , , ,,PIEVE DI CADORE,1895,2061,3956
8, , , , , ,,VIGO DI CADORE,696,803,1499
0,2050106080,VENETO,BELLUNO,FELTRINA,17-Ott-2014,11,,25354,26964,52318
1, , , , , ,,ARSIE',1191,1274,2465
2, , , , , ,,CESIOMAGGIORE,2058,2087,4145
3, , , , , ,,FELTRE,9789,10736,20525
4, , , , , ,,FONZASO,1628,1694,3322
5, , , , , ,,LAMON,1488,1558,3046
6, , , , , ,,PEDAVENA,2181,2248,4429
7, , , , , ,,SAN GREGORIO NELLE ALPI,785,822,1607
8, , , , , ,,SANTA GIUSTINA,3263,3504,6767
9, , , , , ,,SEGUSINO,965,976,1941
10, , , , , ,,SEREN DEL GRAPPA,1285,1272,2557
11, , , , , ,,SOVRAMONTE,721,793,1514
0,2050106020,VENETO,BELLUNO,UNIONE DELLA VALLE DEL BIOIS PER I SERVIZI COMUNALI,1-Gen-2001,3,,1774,1967,3741
1, , , , , ,,CANALE D'AGORDO,563,609,1172
2, , , , , ,,FALCADE,970,1085,2055
3, , , , , ,,VALLADA AGORDINA,241,273,514
0,2050106090,VENETO,BELLUNO,UNIONE MONTANA AGORDINA,15-Mar-2014,13,,7944,8576,16520
1, , , , , ,,AGORDO,2013,2236,4249
2, , , , , ,,ALLEGHE,614,717,1331
3, , , , , ,,CENCENIGHE AGORDINO,662,740,1402
4, , , , , ,,COLLE SANTA LUCIA,204,187,391
5, , , , , ,,GOSALDO,355,368,723
6, , , , , ,,LA VALLE AGORDINA,556,594,1150
7, , , , , ,,LIVINALLONGO DEL COL DI LANA,661,723,1384
8, , , , , ,,RIVAMONTE AGORDINO,342,324,666
9, , , , , ,,ROCCA PIETORE,645,677,1322
10, , , , , ,,SAN TOMASO AGORDINO,334,349,683
11, , , , , ,,SELVA DI CADORE,247,270,517
12, , , , , ,,TAIBON AGORDINO,866,922,1788
13, , , , , ,,VOLTAGO AGORDINO,445,469,914
0,2050106040,VENETO,BELLUNO,UNIONE MONTANA ALPAGO,1-Gen-2014,3,,4928,5083,10011
1, , , , , ,,ALPAGO,3527,3648,7175
2, , , , , ,,CHIES D'ALPAGO,695,716,1411
3, , , , , ,,TAMBRE,706,719,1425
0,2050106070,VENETO,BELLUNO,UNIONE MONTANA BELLUNESE BELLUNO- PONTE NELLE ALPI,1-Gen-2014,2,,20876,23102,43978
1, , , , , ,,BELLUNO,16761,18830,35591
2, , , , , ,,PONTE NELLE ALPI,4115,4272,8387
0,2050106100,VENETO,BELLUNO,UNIONE MONTANA COMELICO,13-Mag-2014,5,,3719,3894,7613
1, , , , , ,,COMELICO SUPERIORE,1141,1200,2341
2, , , , , ,,DANTA DI CADORE,260,254,514
3, , , , , ,,SAN NICOLO' DI COMELICO,200,205,405
4, , , , , ,,SAN PIETRO DI CADORE,832,858,1690
5, , , , , ,,SANTO STEFANO DI CADORE,1286,1377,2663
0,2050106110,VENETO,BELLUNO,UNIONE MONTANA DELLA VALLE DEL BOITE,29-Dic-2014,5,,2846,3151,5997
1, , , , , ,,BORCA DI CADORE,396,422,818
2, , , , , ,,CIBIANA DI CADORE,199,224,423
3, , , , , ,,SAN VITO DI CADORE,848,965,1813
4, , , , , ,,VALLE DI CADORE,965,1087,2052
5, , , , , ,,VODO CADORE,438,453,891
0,2050106050,VENETO,BELLUNO,UNIONE MONTANA VAL BELLUNA,17-Gen-2014,4,,15624,16549,32173
1, , , , , ,,BORGO VALBELLUNA,6798,7195,13993
2, , , , , ,,LIMANA,2462,2599,5061
3, , , , , ,,SEDICO,4794,5112,9906
4, , , , , ,,SOSPIROLO,1570,1643,3213
0,2050546130,VENETO,PADOVA,DEL MEDIO BRENTA,1-Gen-2006,2,,14025,14824,28849
1, , , , , ,,CADONEGHE,7701,8263,15964
2, , , , , ,,VIGODARZERE,6324,6561,12885
